date,time,direction,entry_price,orb_high,orb_low,signal_volume,vol_ratio,daily_close,win,ticker,orb_window,category
2026-02-09,09:40:00,long,141.89999389648438,140.8800048828125,139.91000366210938,851291.0,1.42,143.30999755859375,True,XLK,5,Sector ETF
2026-02-10,09:40:00,short,143.1999969482422,144.14999389648438,143.38999938964844,679655.0,2.25,142.5399932861328,True,XLK,5,Sector ETF
2026-02-11,10:00:00,short,143.11000061035156,144.7550048828125,143.8800048828125,366980.0,1.0,142.92999267578125,True,XLK,5,Sector ETF
2026-02-12,09:55:00,short,142.38999938964844,143.42999267578125,143.07000732421875,343451.0,1.04,139.1699981689453,True,XLK,5,Sector ETF
2026-02-13,10:30:00,long,140.4550018310547,139.92999267578125,139.02000427246094,435479.0,0.7,139.5800018310547,False,XLK,5,Sector ETF
2026-02-17,09:55:00,short,137.16000366210938,139.14999389648438,138.0,887514.0,1.44,139.5,False,XLK,5,Sector ETF
2026-02-18,09:55:00,long,140.72000122070312,140.0800018310547,139.3800048828125,271458.0,0.77,140.9199981689453,True,XLK,5,Sector ETF
2026-02-19,10:35:00,long,140.4550018310547,140.35000610351562,139.8300018310547,127266.0,0.46,140.19000244140625,False,XLK,5,Sector ETF
2026-02-20,09:40:00,long,140.61000061035156,139.89999389648438,138.97999572753906,290137.0,1.25,140.89999389648438,True,XLK,5,Sector ETF
2026-02-23,10:05:00,short,139.53500366210938,140.64999389648438,139.86000061035156,208690.0,0.88,138.5500030517578,True,XLK,5,Sector ETF
2026-02-24,09:45:00,long,140.33999633789062,139.33999633789062,138.19000244140625,617301.0,1.83,140.3000030517578,True,XLK,5,Sector ETF
2026-02-25,09:45:00,long,142.16000366210938,141.74000549316406,141.2100067138672,330062.0,1.42,143.01499938964844,True,XLK,5,Sector ETF
2026-02-26,09:50:00,short,141.77999877929688,143.00999450683594,142.1999969482422,580669.0,1.95,140.99000549316406,True,XLK,5,Sector ETF
2026-02-27,10:05:00,long,139.4499969482422,138.9199981689453,138.07000732421875,299147.0,0.95,138.74000549316406,False,XLK,5,Sector ETF
2026-03-02,10:00:00,long,138.64999389648438,138.27999877929688,136.57000732421875,417766.0,0.97,139.52000427246094,True,XLK,5,Sector ETF
2026-03-03,10:20:00,short,135.32000732421875,136.74000549316406,136.10000610351562,786051.0,1.03,137.46499633789062,False,XLK,5,Sector ETF
2025-12-04,10:40:00,long,145.41070556640625,145.2949981689453,144.60000610351562,68563.0,0.82,145.52999877929688,True,XLK,15,Sector ETF
2025-12-05,10:05:00,long,146.9199981689453,146.6699981689453,145.69000244140625,131233.0,1.14,146.5800018310547,False,XLK,15,Sector ETF
2025-12-08,11:00:00,short,147.1699981689453,148.3800048828125,147.36000061035156,85340.0,0.44,147.66000366210938,False,XLK,15,Sector ETF
2025-12-09,10:30:00,long,147.85000610351562,147.66000366210938,146.9600067138672,74462.0,0.56,148.0399932861328,True,XLK,15,Sector ETF
2025-12-10,12:55:00,long,147.82000732421875,147.6999969482422,146.91000366210938,36069.0,0.64,148.75999450683594,True,XLK,15,Sector ETF
2025-12-11,09:50:00,short,145.5800018310547,147.05999755859375,146.36000061035156,315105.0,1.42,148.0,False,XLK,15,Sector ETF
2025-12-12,10:05:00,short,145.5500030517578,147.0800018310547,146.52000427246094,197473.0,1.0,143.7100067138672,True,XLK,15,Sector ETF
2025-12-15,09:55:00,short,143.2100067138672,144.6300048828125,143.6300048828125,318162.0,1.13,142.30499267578125,True,XLK,15,Sector ETF
2025-12-16,10:40:00,short,141.72999572753906,142.6300048828125,141.77000427246094,128037.0,0.53,142.52999877929688,False,XLK,15,Sector ETF
2025-12-17,10:35:00,short,141.29010009765625,142.83999633789062,142.0,217927.0,0.66,139.3699951171875,True,XLK,15,Sector ETF
2025-12-18,10:15:00,short,140.9199981689453,142.22000122070312,141.2100067138672,168023.0,0.45,141.52000427246094,False,XLK,15,Sector ETF
2025-12-19,12:15:00,long,144.27999877929688,144.11000061035156,142.57000732421875,57448.0,0.67,144.6199951171875,True,XLK,15,Sector ETF
2025-12-23,10:05:00,short,144.61500549316406,145.25999450683594,144.64999389648438,130189.0,0.8,145.9199981689453,False,XLK,15,Sector ETF
2025-12-24,10:10:00,long,146.22999572753906,146.13999938964844,145.67999267578125,74194.0,0.48,146.35000610351562,True,XLK,15,Sector ETF
2025-12-30,11:20:00,long,146.17999267578125,146.0500030517578,145.5,110560.0,1.33,145.42999267578125,False,XLK,15,Sector ETF
2025-12-31,10:15:00,short,144.8699951171875,145.8000030517578,145.05999755859375,95342.0,0.69,143.9600067138672,True,XLK,15,Sector ETF
2026-01-02,10:20:00,short,144.7100067138672,146.13999938964844,145.47999572753906,298811.0,0.9,144.27999877929688,True,XLK,15,Sector ETF
2026-01-05,12:25:00,short,144.9499969482422,146.38999938964844,145.0399932861328,143965.0,0.85,144.64999389648438,True,XLK,15,Sector ETF
2026-01-06,09:50:00,long,145.80999755859375,145.39999389648438,144.6300048828125,490518.0,1.61,146.67999267578125,True,XLK,15,Sector ETF
2026-01-07,10:10:00,long,146.72500610351562,146.6199951171875,146.0399932861328,220852.0,0.73,146.52000427246094,False,XLK,15,Sector ETF
2026-01-08,10:00:00,short,144.0500030517578,145.92999267578125,144.30999755859375,494105.0,1.37,144.22999572753906,True,XLK,15,Sector ETF
2026-01-09,10:30:00,long,145.52999877929688,145.1750030517578,144.1199951171875,352868.0,0.84,146.14999389648438,True,XLK,15,Sector ETF
2026-01-12,11:10:00,long,146.67999267578125,146.47000122070312,145.0500030517578,189151.0,0.78,146.77999877929688,True,XLK,15,Sector ETF
2026-01-13,10:15:00,short,146.39999389648438,147.3800048828125,146.60000610351562,270100.0,0.86,146.5,True,XLK,15,Sector ETF
2026-01-14,10:05:00,short,144.47999572753906,145.9199981689453,144.58999633789062,451675.0,1.2,144.6999969482422,False,XLK,15,Sector ETF
2026-01-15,10:50:00,short,146.66000366210938,147.4199981689453,146.71499633789062,202764.0,0.43,145.4600067138672,True,XLK,15,Sector ETF
2026-01-16,09:55:00,short,145.75999450683594,146.9499969482422,146.47000122070312,287459.0,0.88,145.61000061035156,True,XLK,15,Sector ETF
2026-01-20,11:10:00,long,143.97999572753906,143.8699951171875,142.89999389648438,189467.0,0.59,141.88999938964844,False,XLK,15,Sector ETF
2026-01-21,09:50:00,long,143.23550415039062,142.85000610351562,142.10000610351562,439662.0,0.98,143.8300018310547,True,XLK,15,Sector ETF
2026-01-22,10:05:00,short,144.35000610351562,145.6999969482422,144.63999938964844,295145.0,0.62,144.91000366210938,False,XLK,15,Sector ETF
2026-01-23,10:05:00,long,145.00999450683594,144.6999969482422,143.75,213132.0,0.74,145.0800018310547,True,XLK,15,Sector ETF
2026-01-26,10:55:00,long,146.2899932861328,146.24000549316406,144.88999938964844,89475.0,0.39,146.10000610351562,False,XLK,15,Sector ETF
2026-01-27,10:00:00,long,148.10000610351562,147.83999633789062,147.0399932861328,327706.0,1.25,148.08999633789062,True,XLK,15,Sector ETF
2026-01-28,11:45:00,short,148.75,149.89999389648438,148.8699951171875,138473.0,0.81,149.1999969482422,False,XLK,15,Sector ETF
2026-01-29,10:00:00,short,145.48500061035156,147.92999267578125,146.58999633789062,645913.0,1.63,146.83999633789062,False,XLK,15,Sector ETF
2026-01-30,10:30:00,short,145.3000030517578,146.75,145.72999572753906,252093.0,0.61,143.8800048828125,True,XLK,15,Sector ETF
2026-02-02,10:05:00,long,145.4499969482422,144.86000061035156,143.49000549316406,263557.0,0.64,145.27999877929688,True,XLK,15,Sector ETF
2026-02-03,09:55:00,short,142.55999755859375,145.97000122070312,143.58999633789062,847596.0,1.94,142.0399932861328,True,XLK,15,Sector ETF
2026-02-04,10:50:00,short,139.35000610351562,141.00999450683594,139.6699981689453,446506.0,0.57,138.08999633789062,True,XLK,15,Sector ETF
2026-02-05,10:05:00,short,136.2100067138672,138.13999938964844,136.60000610351562,677463.0,0.98,135.60000610351562,True,XLK,15,Sector ETF
2026-02-06,11:05:00,long,139.9149932861328,139.47000122070312,137.4199981689453,556348.0,0.8,141.05999755859375,True,XLK,15,Sector ETF
2026-02-09,10:05:00,long,142.47500610351562,141.92999267578125,139.91000366210938,429146.0,0.64,143.30999755859375,True,XLK,15,Sector ETF
2026-02-10,15:10:00,short,142.55999755859375,144.14999389648438,142.72000122070312,262091.0,1.3,142.5399932861328,True,XLK,15,Sector ETF
2026-02-11,10:05:00,short,142.75999450683594,144.7550048828125,143.5749969482422,361820.0,0.97,142.92999267578125,True,XLK,15,Sector ETF
2026-02-12,09:55:00,short,142.38999938964844,143.77000427246094,143.0,343451.0,1.04,139.1699981689453,True,XLK,15,Sector ETF
2026-02-13,10:30:00,long,140.4550018310547,139.92999267578125,137.92999267578125,435479.0,0.7,139.5800018310547,False,XLK,15,Sector ETF
2026-02-17,09:55:00,short,137.16000366210938,139.5500030517578,138.0,887514.0,1.44,139.5,False,XLK,15,Sector ETF
2026-02-18,09:55:00,long,140.72000122070312,140.1199951171875,139.27000427246094,271458.0,0.77,140.9199981689453,True,XLK,15,Sector ETF
2026-02-19,10:35:00,long,140.4550018310547,140.35000610351562,139.47000122070312,127266.0,0.46,140.19000244140625,False,XLK,15,Sector ETF
2026-02-20,10:45:00,long,141.33999633789062,140.82000732421875,138.97999572753906,197591.0,0.62,140.89999389648438,True,XLK,15,Sector ETF
2026-02-23,10:40:00,short,139.3300018310547,140.64999389648438,139.5850067138672,124997.0,0.49,138.5500030517578,True,XLK,15,Sector ETF
2026-02-24,10:30:00,long,140.69500732421875,140.30499267578125,138.19000244140625,252784.0,0.64,140.3000030517578,False,XLK,15,Sector ETF
2026-02-25,09:50:00,long,142.5500030517578,141.85499572753906,141.2100067138672,269134.0,1.11,143.01499938964844,True,XLK,15,Sector ETF
2026-02-26,09:55:00,short,141.74000549316406,143.00999450683594,142.00999450683594,421340.0,1.34,140.99000549316406,True,XLK,15,Sector ETF
2026-02-27,10:10:00,long,139.3699951171875,139.00999450683594,137.94000244140625,216956.0,0.68,138.74000549316406,False,XLK,15,Sector ETF
2026-03-02,10:10:00,long,138.81500244140625,138.6699981689453,136.57000732421875,432184.0,0.92,139.52000427246094,True,XLK,15,Sector ETF
2026-03-03,10:20:00,short,135.32000732421875,137.11000061035156,135.97000122070312,786051.0,1.03,137.46499633789062,False,XLK,15,Sector ETF
2025-12-04,10:40:00,long,145.41070556640625,145.2949981689453,144.4949951171875,68563.0,0.82,145.52999877929688,True,XLK,30,Sector ETF
2025-12-05,10:05:00,long,146.9199981689453,146.6699981689453,145.69000244140625,131233.0,1.14,146.5800018310547,False,XLK,30,Sector ETF
2025-12-08,11:00:00,short,147.1699981689453,148.3800048828125,147.36000061035156,85340.0,0.44,147.66000366210938,False,XLK,30,Sector ETF
2025-12-09,10:35:00,long,147.82969665527344,147.72000122070312,146.9600067138672,42363.0,0.32,148.0399932861328,True,XLK,30,Sector ETF
2025-12-10,14:05:00,long,148.27499389648438,147.77999877929688,146.91000366210938,161296.0,2.46,148.75999450683594,True,XLK,30,Sector ETF
2025-12-11,12:35:00,long,147.22000122070312,147.05999755859375,145.24000549316406,95298.0,1.2,148.0,True,XLK,30,Sector ETF
2025-12-12,10:05:00,short,145.5500030517578,147.0800018310547,146.1999969482422,197473.0,1.0,143.7100067138672,True,XLK,30,Sector ETF
2025-12-15,10:20:00,short,142.30999755859375,144.6300048828125,143.07000732421875,184493.0,0.59,142.30499267578125,True,XLK,30,Sector ETF
2025-12-17,10:35:00,short,141.29010009765625,142.83999633789062,141.8800048828125,217927.0,0.66,139.3699951171875,True,XLK,30,Sector ETF
2025-12-18,11:35:00,long,142.3000030517578,142.22000122070312,140.96200561523438,109736.0,0.79,141.52000427246094,False,XLK,30,Sector ETF
2025-12-19,12:20:00,long,144.3300018310547,144.2100067138672,142.57000732421875,77536.0,0.9,144.6199951171875,True,XLK,30,Sector ETF
2025-12-23,10:05:00,short,144.61500549316406,145.25999450683594,144.63499450683594,130189.0,0.8,145.9199981689453,False,XLK,30,Sector ETF
2025-12-24,10:10:00,long,146.22999572753906,146.13999938964844,145.67999267578125,74194.0,0.48,146.35000610351562,True,XLK,30,Sector ETF
2025-12-30,11:20:00,long,146.17999267578125,146.07969665527344,145.4600067138672,110560.0,1.33,145.42999267578125,False,XLK,30,Sector ETF
2025-12-31,10:55:00,short,144.7550048828125,145.8000030517578,144.86000061035156,125306.0,0.83,143.9600067138672,True,XLK,30,Sector ETF
2026-01-02,10:20:00,short,144.7100067138672,146.52000427246094,145.47999572753906,298811.0,0.9,144.27999877929688,True,XLK,30,Sector ETF
2026-01-05,12:35:00,short,144.8800048828125,146.38999938964844,144.9600067138672,108429.0,0.66,144.64999389648438,True,XLK,30,Sector ETF
2026-01-06,10:25:00,long,146.2100067138672,146.14999389648438,144.6300048828125,254995.0,0.68,146.67999267578125,True,XLK,30,Sector ETF
2026-01-07,10:10:00,long,146.72500610351562,146.6199951171875,146.0399932861328,220852.0,0.73,146.52000427246094,False,XLK,30,Sector ETF
2026-01-08,10:50:00,short,143.67999267578125,145.92999267578125,143.98500061035156,271217.0,0.64,144.22999572753906,False,XLK,30,Sector ETF
2026-01-09,10:30:00,long,145.52999877929688,145.1750030517578,144.1199951171875,352868.0,0.84,146.14999389648438,True,XLK,30,Sector ETF
2026-01-12,11:10:00,long,146.67999267578125,146.47000122070312,145.0500030517578,189151.0,0.78,146.77999877929688,True,XLK,30,Sector ETF
2026-01-13,10:15:00,short,146.39999389648438,147.3800048828125,146.60000610351562,270100.0,0.86,146.5,True,XLK,30,Sector ETF
2026-01-14,10:05:00,short,144.47999572753906,145.9199981689453,144.5749969482422,451675.0,1.2,144.6999969482422,False,XLK,30,Sector ETF
2026-01-15,10:50:00,short,146.66000366210938,147.57000732421875,146.71499633789062,202764.0,0.43,145.4600067138672,True,XLK,30,Sector ETF
2026-01-16,10:30:00,short,145.4949951171875,146.9499969482422,145.75999450683594,257721.0,0.76,145.61000061035156,True,XLK,30,Sector ETF
2026-01-20,11:10:00,long,143.97999572753906,143.88999938964844,142.89999389648438,189467.0,0.59,141.88999938964844,False,XLK,30,Sector ETF
2026-01-21,10:35:00,long,144.00999450683594,143.53500366210938,142.10000610351562,325134.0,0.68,143.8300018310547,True,XLK,30,Sector ETF
2026-01-23,10:05:00,long,145.00999450683594,144.6999969482422,143.75,213132.0,0.74,145.0800018310547,True,XLK,30,Sector ETF
2026-01-26,12:00:00,long,146.5800018310547,146.4199981689453,144.88999938964844,95067.0,0.77,146.10000610351562,False,XLK,30,Sector ETF
2026-01-27,10:10:00,long,148.11000061035156,148.03500366210938,147.0399932861328,199559.0,0.72,148.08999633789062,True,XLK,30,Sector ETF
2026-01-28,11:45:00,short,148.75,149.89999389648438,148.8699951171875,138473.0,0.81,149.1999969482422,False,XLK,30,Sector ETF
2026-01-29,10:05:00,short,145.22000122070312,147.92999267578125,146.0500030517578,527508.0,1.29,146.83999633789062,False,XLK,30,Sector ETF
2026-01-30,10:30:00,short,145.3000030517578,146.75,145.6199951171875,252093.0,0.61,143.8800048828125,True,XLK,30,Sector ETF
2026-02-02,10:10:00,long,145.82000732421875,145.1999969482422,143.49000549316406,244505.0,0.6,145.27999877929688,True,XLK,30,Sector ETF
2026-02-03,10:15:00,short,142.11000061035156,145.97000122070312,142.5,551095.0,1.13,142.0399932861328,True,XLK,30,Sector ETF
2026-02-04,10:50:00,short,139.35000610351562,141.01010131835938,139.61000061035156,446506.0,0.57,138.08999633789062,True,XLK,30,Sector ETF
2026-02-05,10:05:00,short,136.2100067138672,138.47999572753906,136.60000610351562,677463.0,0.98,135.60000610351562,True,XLK,30,Sector ETF
2026-02-06,11:20:00,long,140.1699981689453,140.0500030517578,137.4199981689453,489712.0,0.79,141.05999755859375,True,XLK,30,Sector ETF
2026-02-09,10:15:00,long,142.8699951171875,142.47999572753906,139.91000366210938,460295.0,0.67,143.30999755859375,True,XLK,30,Sector ETF
2026-02-10,15:10:00,short,142.55999755859375,144.14999389648438,142.72000122070312,262091.0,1.3,142.5399932861328,True,XLK,30,Sector ETF
2026-02-11,10:05:00,short,142.75999450683594,144.7550048828125,143.24000549316406,361820.0,0.97,142.92999267578125,True,XLK,30,Sector ETF
2026-02-12,10:40:00,short,141.5,143.77000427246094,142.2050018310547,302608.0,0.72,139.1699981689453,True,XLK,30,Sector ETF
2026-02-13,12:10:00,long,140.56500244140625,140.22000122070312,137.92999267578125,202194.0,0.67,139.5800018310547,False,XLK,30,Sector ETF
2026-02-17,13:40:00,long,139.90040588378906,139.5500030517578,137.10000610351562,226350.0,1.06,139.5,False,XLK,30,Sector ETF
2026-02-18,10:05:00,long,141.17990112304688,140.8350067138672,139.27000427246094,281753.0,0.78,140.9199981689453,True,XLK,30,Sector ETF
2026-02-20,10:45:00,long,141.33999633789062,140.86000061035156,138.97999572753906,197591.0,0.62,140.89999389648438,True,XLK,30,Sector ETF
2026-02-23,10:45:00,short,139.22999572753906,140.64999389648438,139.42999267578125,130377.0,0.5,138.5500030517578,True,XLK,30,Sector ETF
2026-02-24,12:10:00,long,140.82000732421875,140.6199951171875,138.19000244140625,127045.0,0.97,140.3000030517578,False,XLK,30,Sector ETF
2026-02-25,12:15:00,long,142.8800048828125,142.8000030517578,141.2100067138672,98973.0,0.93,143.01499938964844,True,XLK,30,Sector ETF
2026-02-26,10:15:00,short,139.9149932861328,143.00999450683594,141.47000122070312,452441.0,1.22,140.99000549316406,True,XLK,30,Sector ETF
2026-02-27,10:10:00,long,139.3699951171875,139.02000427246094,137.94000244140625,216956.0,0.68,138.74000549316406,False,XLK,30,Sector ETF
2026-03-02,10:10:00,long,138.81500244140625,138.6699981689453,136.57000732421875,432184.0,0.92,139.52000427246094,True,XLK,30,Sector ETF
2026-03-03,10:20:00,short,135.32000732421875,137.11000061035156,135.93499755859375,786051.0,1.03,137.46499633789062,False,XLK,30,Sector ETF
2025-12-04,14:20:00,short,53.51499938964844,53.900001525878906,53.56999969482422,529032.0,1.9,53.654998779296875,False,XLF,5,Sector ETF
2025-12-05,09:40:00,long,53.7599983215332,53.564998626708984,53.45000076293945,762831.0,1.42,53.66999816894531,True,XLF,5,Sector ETF
2025-12-08,11:05:00,short,53.439998626708984,53.709999084472656,53.45000076293945,304942.0,0.57,53.4900016784668,False,XLF,5,Sector ETF
2025-12-09,09:55:00,long,53.775001525878906,53.71500015258789,53.439998626708984,442844.0,0.72,53.279998779296875,False,XLF,5,Sector ETF
2025-12-10,09:55:00,long,53.41999816894531,53.310001373291016,53.209999084472656,441546.0,0.68,53.880001068115234,True,XLF,5,Sector ETF
2025-12-11,09:40:00,long,54.5,54.18000030517578,53.93000030517578,1627282.0,1.18,54.880001068115234,True,XLF,5,Sector ETF
2025-12-12,10:15:00,short,54.974998474121094,55.20000076293945,55.0099983215332,901124.0,0.66,54.95000076293945,True,XLF,5,Sector ETF
2025-12-15,11:05:00,short,55.07500076293945,55.224998474121094,55.119998931884766,468007.0,0.67,55.0099983215332,True,XLF,5,Sector ETF
2025-12-16,10:05:00,short,54.845001220703125,55.11000061035156,55.0,1027899.0,1.4,54.630001068115234,True,XLF,5,Sector ETF
2025-12-17,13:15:00,short,54.64500045776367,55.0099983215332,54.72999954223633,476178.0,1.52,54.619998931884766,True,XLF,5,Sector ETF
2025-12-18,10:00:00,long,55.000999450683594,54.91559982299805,54.810001373291016,591079.0,0.81,54.540000915527344,False,XLF,5,Sector ETF
2025-12-19,11:20:00,long,54.85499954223633,54.84000015258789,54.560001373291016,206346.0,0.48,54.849998474121094,True,XLF,5,Sector ETF
2025-12-22,10:15:00,long,55.08000183105469,55.040000915527344,54.7400016784668,530261.0,0.49,55.31999969482422,True,XLF,5,Sector ETF
2025-12-23,13:15:00,long,55.5099983215332,55.470001220703125,55.310001373291016,92718.0,0.47,55.43000030517578,False,XLF,5,Sector ETF
2025-12-24,09:50:00,long,55.58000183105469,55.540000915527344,55.415000915527344,318179.0,0.61,55.755001068115234,True,XLF,5,Sector ETF
2025-12-26,10:00:00,short,55.64500045776367,55.79499816894531,55.70000076293945,331429.0,0.96,55.61000061035156,True,XLF,5,Sector ETF
2025-12-29,09:40:00,short,55.45899963378906,55.68000030517578,55.570499420166016,575739.0,1.32,55.34000015258789,True,XLF,5,Sector ETF
2025-12-31,09:40:00,short,55.03499984741211,55.2599983215332,55.119998931884766,190416.0,0.65,54.7599983215332,True,XLF,5,Sector ETF
2026-01-02,09:45:00,short,54.400001525878906,54.970001220703125,54.5,807563.0,1.22,54.939998626708984,False,XLF,5,Sector ETF
2026-01-05,09:40:00,long,55.7599983215332,55.400001525878906,54.81999969482422,1024053.0,1.5,56.1349983215332,True,XLF,5,Sector ETF
2026-01-06,10:20:00,long,56.17499923706055,56.1349983215332,56.005001068115234,603072.0,0.56,56.44499969482422,True,XLF,5,Sector ETF
2026-01-07,09:50:00,short,55.924598693847656,56.34000015258789,56.025001525878906,692941.0,1.16,55.595001220703125,True,XLF,5,Sector ETF
2026-01-08,09:40:00,long,55.79999923706055,55.6349983215332,55.40999984741211,1279467.0,1.55,55.900001525878906,True,XLF,5,Sector ETF
2026-01-09,09:45:00,short,55.939998626708984,56.15999984741211,56.0,1644155.0,2.43,55.724998474121094,True,XLF,5,Sector ETF
2026-01-12,09:45:00,long,55.154998779296875,55.08000183105469,54.84000015258789,1333245.0,1.58,55.275001525878906,True,XLF,5,Sector ETF
2026-01-13,09:40:00,short,54.72999954223633,55.22999954223633,54.95000076293945,1964704.0,2.4,54.25,True,XLF,5,Sector ETF
